Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
  9     17  MPG-LS  ManEst      1       1          D2B       58.79       1784.82      60.72    470.00  1314.82       59.15         1595.00    470.00
  9     18  MPG-LS  ManEst      1       1          D2A       60.19       1796.92      61.41    655.00  1141.92       60.59         1500.00    730.00
  9     19  MPG-LS  ManEst      1       1          D1B       57.31       2059.47      61.15    985.00  1074.47       52.19         1555.00   1165.00
  9     20  MPG-LS  ManEst      1       2          D1A       52.99       1563.04      60.71    495.00  1068.04       50.94         1150.00    480.00
  9     21  MPG-LS  ManEst      1       2          D1A       53.43       1532.77      60.49    455.00  1077.77       51.98         1050.00    440.00
  9     22  MPG-LS  ManEst      1       2          D2B       57.66       1405.24      61.29    355.00  1050.24       55.81         1060.00    390.00
  9     23  MPG-LS  ManEst      1       2          D1A       54.82       1657.96      60.25    550.00  1107.96       53.78         1205.00    540.00
  9     24  MPG-LS  ManEst      1       2          D2B       54.45       1430.59      59.87    645.00   785.59       56.32         1220.00    635.00
  9     25  MPG-LS  ManEst      1       2          D1B       62.59       1858.92      61.79    495.00  1363.92       53.09         1110.00    490.00
  9     26  MPG-LS  ManEst      1       2          D2B       60.57       1447.86      61.22    495.00   952.86       60.29         1215.00    490.00
  9     27  MPG-LS  ManEst      1       2          D2A       56.19       1344.44      62.33    395.00   949.44       54.80         1010.00    395.00
  9     28  MPG-LS  ManEst      1       2          D1B       53.75       1441.92      61.04    355.00  1086.92       51.87         1005.00    350.00
  9     29  MPG-LS  ManEst      1       2          D1B       54.81       1496.20      61.22    510.00   986.20       53.37         1160.00    835.00
  9     30  MPG-LS  ManEst      1       2          D2A       56.86       1767.82      61.01    735.00  1032.82       56.61         1540.00    725.00
  9     31  MPG-LS  ManEst      1       2          D2A       56.08       1307.78      62.02    280.00  1027.78       55.25          850.00    270.00
  9     32  MPG-LS  ManEst      1       2          D2B       53.03       1315.18      60.06    400.00   915.18       54.95          985.00    385.00
  9     33  MPG-LS  ManEst      2       2          D2A       53.89       1460.31      60.67    445.00  1015.31       54.41          995.00    685.00
  9     34  MPG-LS  ManEst      2       2          D1A       52.72       1334.22      59.77    395.00   939.22       53.30         1235.00    395.00
  9     35  MPG-LS  ManEst      2       2          D2A       54.47       1383.12      59.86    385.00   998.12       51.52          930.00    385.00
  9     36  MPG-LS  ManEst      2       2          D1A       55.26       1570.98      59.32    525.00  1045.98       54.74         1365.00    885.00
  9     37  MPG-LS  ManEst      2       2          D1B       53.86       1526.04      59.31    420.00  1106.04       53.53         1250.00    420.00
  9     38  MPG-LS  ManEst      2       2          D2B       56.34       1219.31      61.31    320.00   899.31       54.82          805.00    380.00
  9     39  MPG-LS  ManEst      2       2          D2B       55.54       1430.18      61.42    350.00  1080.18       53.96          905.00    735.00
  9     40  MPG-LS  ManEst      2       2          D2B       54.85       1408.16      62.86    370.00  1038.16       54.30          940.00    425.00
  9     41  MPG-LS  ManEst      2       2          D1B       55.08       1274.32      61.51    395.00   879.32       55.35          985.00    375.00
  9     42  MPG-LS  ManEst      2       2          D2B       54.69       1283.25      62.08    295.00   988.25       54.71         1140.00    325.00
  9     43  MPG-LS  ManEst      2       2          D2B       53.70       1445.08      60.96    715.00   730.08       53.20         1180.00    705.00
  9     44  MPG-LS  ManEst      2       2          D2A       55.57       1506.19      59.07    595.00   911.19       53.09         1110.00    605.00
  9     45  MPG-LS  ManEst      2       2          D2A       55.27       1285.29      60.29    275.00  1010.29       54.11         1030.00    320.00
  9     46  MPG-LS  ManEst      2       2          D2B       54.24       1307.27      62.45    370.00   937.27       53.31         1020.00    430.00
  9     47  MPG-LS  ManEst      2       2          D1A       55.58       1425.11      62.29    375.00  1050.11       55.01         1100.00    425.00
  9     48  MPG-LS  ManEst      2       2          D1B       52.85       1567.00      60.15    480.00  1087.00       52.52         1325.00    720.00
  9     49  MPG-LS  ManEst      2       2          D1A       55.01       1244.19      61.05    365.00   879.19       55.99          785.00    360.00
  9     50  MPG-LS  ManEst      2       2          D2B       52.69       1346.05      62.47    440.00   906.05       50.93         1105.00    425.00
  9     51  MPG-LS  ManEst      2       2          D1A       60.39       1296.12      61.56    240.00  1056.12       57.59          955.00    225.00
  9     52  MPG-LS  ManEst      2       2          D1A       55.73       1690.00      60.71    620.00  1070.00       58.49         1140.00    625.00
  9     53  MPG-LS  ManEst      2       2          D1B       59.09       1486.05      61.79    380.00  1106.05       58.50         1140.00    430.00
  9     54  MPG-LS  ManEst      2       2          D2A       59.52       1469.07      61.32    320.00  1149.07       54.48         1175.00    330.00
  9     55  MPG-LS  ManEst      2       2          D1B       56.21       1411.21      60.61    475.00   936.21       55.82         1195.00    470.00
  9     56  MPG-LS  ManEst      2       2          D1B       55.83       1597.96      62.13    440.00  1157.96       59.05          995.00    430.00
  9     57  MPG-LS  ManEst      2       2          D1A       55.76       1180.35      60.54    355.00   825.35       54.55          940.00    385.00
  9     58  MPG-LS  ManEst      2       2          D1A       53.70       1647.99      60.52    440.00  1207.99       53.74         1195.00    435.00
  9     59  MPG-LS  ManEst      2       2          D1B       59.75       1587.90      62.07    415.00  1172.90       56.82         1175.00    455.00
  9     60  MPG-LS  ManEst      2       2          D2B       58.61       1594.02      62.14    460.00  1134.02       58.33         1395.00    450.00
  9     61  MPG-LS  ManEst      2       2          D1B       56.83       1504.32      60.79    420.00  1084.32       54.34         1070.00    420.00
  9     62  MPG-LS  ManEst      2       2          D2A       57.99       1394.21      60.44    425.00   969.21       57.51         1180.00    420.00
  9     63  MPG-LS  ManEst      2       2          D2A       57.92       1331.01      60.25    280.00  1051.01       58.57          810.00    280.00
  9     64  MPG-LS  ManEst      2       2          D2A       60.40       1487.09      61.26    285.00  1202.09       57.53         1175.00    280.00
  9     65  MPG-LS  ManEst      3       3          D1B       55.34       1198.24      59.62    260.00   938.24       58.23          885.00    255.00
  9     66  MPG-LS  ManEst      3       3          D2A       55.17       1178.36      62.01    340.00   838.36       55.57          815.00    335.00
  9     67  MPG-LS  ManEst      3       3          D2A       63.42       1285.24      58.80    390.00   895.24       64.67          940.00    395.00
  9     68  MPG-LS  ManEst      3       3          D1A       57.72       1143.40      63.63    320.00   823.40       56.65          740.00    330.00
  9     69  MPG-LS  ManEst      3       3          D2B       55.91       1423.13      61.37    355.00  1068.13       55.47         1005.00    350.00
  9     70  MPG-LS  ManEst      3       3          D1A       59.18       1774.67      60.25    885.00   889.67       58.99         1435.00    885.00
  9     71  MPG-LS  ManEst      3       3          D2B       61.08       1372.19      64.71    360.00  1012.19       57.70         1020.00    455.00
  9     72  MPG-LS  ManEst      3       3          D2B       61.44       1691.84      62.39    570.00  1121.84       56.23          980.00    630.00
  9     73  MPG-LS  ManEst      3       3          D2B       54.30       1805.88      63.55    410.00  1395.88       52.88          910.00    410.00
  9     74  MPG-LS  ManEst      3       3          D2B       55.86       1413.99      63.84    270.00  1143.99       54.33          995.00    300.00
  9     75  MPG-LS  ManEst      3       3          D1B       60.81       1333.05      62.44    280.00  1053.05       61.57         1090.00    340.00
  9     76  MPG-LS  ManEst      3       3          D1B       56.35       1763.29      62.85    475.00  1288.29       53.73         1185.00    505.00
  9     77  MPG-LS  ManEst      3       3          D1B       64.24       2013.66      61.39    645.00  1368.66       57.37         1360.00    655.00
  9     78  MPG-LS  ManEst      3       3          D1B       53.35       1476.16      62.66    125.00  1351.16       51.88          925.00    540.00
  9     79  MPG-LS  ManEst      3       3          D2A       61.41       1531.23      63.77    390.00  1141.23       61.20         1405.00    385.00
  9     80  MPG-LS  ManEst      3       3          D2A       55.61       1665.97      60.92    395.00  1270.97       55.68         1625.00    420.00
  9     81  MPG-LS  ManEst      3       3          D2A       62.65       1607.77      64.04    480.00  1127.77       63.73         1155.00    470.00
  9     82  MPG-LS  ManEst      3       3          D1B       58.08       1449.88      62.92    410.00  1039.88       57.56         1005.00    445.00
