Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
 10     74  MGP-LS   Grasp      3       1          D1B    73.52        995.00         57.43    385.00      72.81      1045.00     395.00
 10     75  MGP-LS   Grasp      3       1          D1B    71.26        980.00         57.20    375.00      71.26       980.00     370.00
 10     76  MGP-LS   Grasp      3       1          D1A    68.81        905.00         57.11    370.00      68.81       905.00     355.00
 10     77  MGP-LS   Grasp      3       1          D2B    72.15        965.00         58.40    390.00      71.76       990.00     385.00
 10     78  MGP-LS   Grasp      3       1          D1B    67.54       1040.00         58.79    425.00      67.54      1040.00     435.00
 10     79  MGP-LS   Grasp      3       1          D2A    70.16        995.00         58.07    380.00      69.40      1025.00     380.00
 10     80  MGP-LS   Grasp      3       1          D1A    69.82        830.00         57.79    345.00      67.90       935.00     345.00
 10     81  MGP-LS   Grasp      3       1          D1A    70.49        950.00         58.53    325.00      70.49       950.00     340.00
 10     82  MGP-LS   Grasp      3       1          D1A    74.17       1025.00         57.07    430.00      73.51      1070.00     405.00
 10     83  MGP-LS   Grasp      3       1          D2A    70.84        965.00         60.19    290.00      70.84       965.00     295.00
 10     84  MGP-LS   Grasp      3       1          D1B    70.49       1095.00         60.23    400.00      68.18      1200.00     425.00
 10     85  MGP-LS   Grasp      3       1          D1A    67.01        840.00         57.79    295.00      65.90       905.00     290.00
 10     86  MGP-LS   Grasp      3       1          D2A    70.17       1035.00         59.01    430.00      70.17      1035.00     425.00
 10     87  MGP-LS   Grasp      3       1          D1B    67.21        950.00         58.08    315.00      67.10       965.00     295.00
 10     88  MGP-LS   Grasp      3       1          D2A    70.57        855.00         59.15    275.00      70.53       865.00     260.00
 10     89  MGP-LS   Grasp      3       1          D1A    76.17        815.00         60.31    305.00      76.17       815.00     300.00
 10     90  MGP-LS   Grasp      3       1          D2A    71.42        960.00         61.09    300.00      71.42       960.00     305.00
 10     91  MGP-LS   Grasp      3       1          D2B    73.69        820.00         58.22    310.00      73.69       820.00     300.00
 10     92  MGP-LS   Grasp      3       1          D2B    72.40        900.00         59.36    320.00      72.36       910.00     315.00
 10     93  MGP-LS   Grasp      3       1          D2B    64.96        975.00         58.47    415.00      64.96       975.00     400.00
 10     94  MGP-LS   Grasp      3       1          D1A    70.98        920.00         58.25    385.00      70.98       920.00     380.00
 10     95  MGP-LS   Grasp      3       1          D1B    66.93       1000.00         58.46    435.00      66.93      1000.00     415.00
 10     96  MGP-LS   Grasp      3       1          D2A    72.09        860.00         59.66    340.00      71.90       875.00     335.00
 10     97  MGP-LS   Grasp      4       1          D2A    61.34        825.00         60.49    455.00      61.34       825.00     470.00
 10     98  MGP-LS   Grasp      4       1          D1B    75.61        780.00         60.11    310.00      75.61       780.00     310.00
 10     99  MGP-LS   Grasp      4       1          D2A    66.82        800.00         59.68    295.00      66.82       800.00     290.00
 10    100  MGP-LS   Grasp      4       1          D1B    67.74       1130.00         59.93    435.00      67.74      1130.00     435.00
 10    101  MGP-LS   Grasp      4       1          D2B    67.51        825.00         58.93    280.00      67.51       825.00     290.00
 10    102  MGP-LS   Grasp      4       1          D1A    69.08        795.00         59.07    260.00      69.08       795.00     255.00
 10    103  MGP-LS   Grasp      4       1          D1B    66.60       1005.00         59.09    320.00      66.60      1005.00     335.00
 10    104  MGP-LS   Grasp      4       1          D1A    70.65        975.00         58.81    380.00      70.63       980.00     375.00
 10    105  MGP-LS   Grasp      4       1          D1A    71.51        910.00         60.54    330.00      71.51       910.00     330.00
 10    106  MGP-LS   Grasp      4       1          D2B    75.22        960.00         59.45    315.00      75.17       975.00     315.00
 10    107  MGP-LS   Grasp      4       1          D2B    68.57        955.00         58.20    340.00      68.57       955.00     335.00
 10    108  MGP-LS   Grasp      4       1          D1A    73.11        890.00         59.30    355.00      73.11       890.00     365.00
 10    109  MGP-LS   Grasp      4       1          D2A    71.02        900.00         59.44    355.00      69.54       960.00     340.00
 10    110  MGP-LS   Grasp      4       1          D1B    70.20        930.00         60.58    355.00      70.20       930.00     355.00
 10    111  MGP-LS   Grasp      4       1          D1A    69.35        985.00         58.58    415.00      69.35       985.00     410.00
 10    112  MGP-LS   Grasp      4       1          D2A    70.72       1090.00         59.06    385.00      70.72      1090.00     385.00
 10    113  MGP-LS   Grasp      4       1          D2B    65.72        850.00         58.50    220.00      65.72       850.00     210.00
 10    114  MGP-LS   Grasp      4       1          D1A    67.50       1025.00         57.89    425.00      67.41      1045.00     420.00
 10    115  MGP-LS   Grasp      4       1          D2B    68.30       1015.00         59.68    400.00      68.30      1015.00     390.00
 10    116  MGP-LS   Grasp      4       1          D2A    70.96        945.00         61.21    335.00      70.96       945.00     340.00
 10    117  MGP-LS   Grasp      4       1          D2B    66.82       1155.00         59.34    630.00      66.82      1155.00     620.00
 10    118  MGP-LS   Grasp      4       1          D2A    72.91        975.00         59.52    430.00      72.91       975.00     425.00
 10    119  MGP-LS   Grasp      4       1          D1A    70.94        870.00         58.09    315.00      70.83       880.00     315.00
 10    120  MGP-LS   Grasp      4       1          D1B    67.17       1055.00         60.36    380.00      67.17      1055.00     385.00
 10    121  MGP-LS   Grasp      4       1          D2B    75.75        870.00         60.52    335.00      74.75       960.00     330.00
 10    122  MGP-LS   Grasp      4       1          D2A    74.91        975.00         60.33    340.00      74.91       975.00     330.00
 10    123  MGP-LS   Grasp      4       1          D1B    74.21        860.00         58.54    300.00      74.18       870.00     285.00
 10    124  MGP-LS   Grasp      4       1          D1B    69.61        850.00         58.49    320.00      69.61       850.00     320.00
 10    125  MGP-LS   Grasp      4       1          D2A    74.49        935.00         58.82    355.00      74.49       935.00     350.00
 10    126  MGP-LS   Grasp      4       1          D2B    73.46       1105.00         60.07    410.00      73.46      1105.00     400.00
 10    127  MGP-LS   Grasp      4       1          D1B    73.00        945.00         58.81    380.00      72.76       985.00     375.00
 10    128  MGP-LS   Grasp      4       1          D1A    77.78       1045.00         56.72    405.00      77.12      1080.00     435.00
 11      1  GPM-LS   Grasp      1       0          D1B    69.34        700.00         53.06    240.00      69.34       700.00     250.00
 11      2  GPM-LS   Grasp      1       0          D1A    59.35        640.00         54.40    160.00      59.35       640.00     170.00
 11      3  GPM-LS   Grasp      1       0          D2A    61.47        630.00         55.02    230.00      61.15       665.00     210.00
 11      4  GPM-LS   Grasp      1       0          D2B    65.30        595.00         56.40    170.00      63.75       625.00     180.00
 11      5  GPM-LS   Grasp      1       0          D2A    67.46        630.00         54.23    210.00      67.46       630.00     235.00
 11      6  GPM-LS   Grasp      1       0          D1B    61.97        625.00         53.74    205.00      60.55       690.00     200.00
 11      7  GPM-LS   Grasp      1       0          D2B    69.97        530.00         53.93    145.00      69.88       540.00     160.00
 11      8  GPM-LS   Grasp      1       0          D2A    65.86        560.00         55.14    160.00      64.69       595.00     170.00
 11      9  GPM-LS   Grasp      1       0          D1B    66.80        585.00         53.62    195.00      63.63       640.00     195.00
 11     10  GPM-LS   Grasp      1       0          D2A    67.67        560.00         55.56    175.00      66.69       600.00     195.00
 11     11  GPM-LS   Grasp      1       0          D2B    66.58        590.00         54.52    170.00      64.16       630.00     190.00
 11     12  GPM-LS   Grasp      1       0          D1A    65.94        550.00         54.33    160.00      65.79       565.00     180.00
 11     13  GPM-LS   Grasp      1       0          D2B    74.87        530.00         54.71    185.00      73.52       565.00     200.00
